id,space
1761,空间还说得过去，与其他轿车一样差不多
1762,超大的空间，家庭用足够了！
1763,空间没得说，很大！坐五个银（含驾驶员）蛮宽松。
1764,一家人老小一起刚刚好！特别适合出游。储物盒和后背箱都不错！
1765,空间家用非常大，尤其是后排翘个二郎腿都行
1766,对于现在的一家三口足够用了。
1767,空间家用完全可以，5.1去玩我和媳妇坐前面，后面坐了3个180斤的胖子，完全没压力。只不过垫了坐垫，驾驶位的头部空间不是太足，我1.79m，开车的时候有点蹭头发。。现在果断把坐垫放家了，裸奔的感觉真好。。
1768,比较宽敞，在同级中有一定优势。
1769,后排做三个人一点不挤，一米八坐里头部还有空间，后备箱够大，一家人出门行李够装
1770,空间大
1771,紧凑型车中算是较大的空间了。
1772,SUV的空间还是比较可以的，比较满意。驾驶座是很舒服的，前后左右调节，都比较方便的。后排的空间简直是非常大，官方宣传的翘个二郎腿还是可以的，最主要后面做3个人真的不假。绝对可以的，媳妇说退这次不用委屈了，可以很舒服的伸开了。
1773,后备箱足够大，可以放蛮多东西，副驾驶坐设计很人性化，还有地方放鞋子哟
1774,空间方面 这部车是很给力的 家人坐在里面都说这车坐着舒服 不挤
1775,大！同级别紧凑车中算大了、前排我176的个子妥妥的！后排也完全够用、腿部空间还能留出很多空间！！不错的赞个！
1776,乘坐空间相当可以，后备虽说不大，但对我来说够用。
1777,空间还可以！蛮大的！
1778,空间真的没话说，后备箱也很大，放很多东西都不是问题！
1779,空间很大，后排坐三个人一点也不挤。后备箱放点东西也很方便，开口空间不错。
1780,空间大，后排做三个没问题，后备箱空间也大。
1781,这个车空间确实很大后排３个正常人一点不压抑，我身高１７２坐着还是蛮舒服的，后备箱也是蛮大的，家用空间足够用了
1782,空间挺宽松的，最多可以坐6个大人，只是中间的人脚不好放，尾箱空间表现也不错
1783,够大，小孩在后面可以玩了，但是一般都不给他乱动，考虑要买个儿童座椅，现在囊中羞涩，慢慢来吧！
1784,空间算是很大了，我们现在是两口之家，那天带着媳妇和岳父岳母，二老坐在后面直说真宽敞
1785,空间绝对够用的
1786,空间比较大，同级别里面算大的了，坐里面完全没有压抑感，前两天拉货后备箱拉两百多件衣服毫无压力。
1787,空间有点出乎意料，很大！后备箱也不小。
1788,者空间还是可以的，试驾的时候专门5人同时去的，比较宽松
1789,前后乘坐空间都非常的大，后面的储物空间刚刚够用。后座放下，后面很平整很大！
1790,空间在A中算比较的，将近500L的后备箱，2660的轴距，宽度都可以的
1791,空间挺不错的，当时买车之前也有试过很多的车，但是只有这车的感觉比较宽敞，坐在车里舒心
1792,空间还是很大的，比同价位的要大一些，储物空间也不错，后备箱家用更是足够。
1793,话说没想到***的空间还蛮大的，这也是我买***原因之一，几个我考虑的车型对比，也差不了多少，不知道为什么就是觉得***的空间要大一点，真心好奇怪。
1794,紧凑级别佼佼者
1795,比一般的车空间还是大很大，我172座前面不压抑，后面还有几个拳头，
1796,空间还是蛮大的
1797,我个子中等，调整好椅子以后，我的脚这边还是蛮舒服的，后排也很宽敞！
1798,空间到时很满意，同级别车算是最大的了，前排后排后备箱算是杆杆滴。爷爷做进去都说好
1799,：空间我很满意，真的很满意。
1800,空间自然是没话说的，后排坐三个大老爷们还很宽松，后备箱也大，前几天和朋友出去烧烤钓鱼，后备箱全装下了。
1801,空间真的很大，后排坐垫还可以放倒，很实用。
1802,空间很满意啊，每次回老家，老妈什么东西都想往我们家搬，这款车空间就能显示出来了。
1803,5人完全没问题，秒韩系那两款。老婆很喜欢宽裕的。
1804,后排空间反正我觉得比较大，坐3个人不会挤，后备箱放东西也完全够了
1805,空间大小我就不太细说了总之是不错了座5个人宽敞
1806,后排表现尤其点赞，后备箱也很大
1807,还比较满意，后排基本坐三个人不挤，唯独后排中间凸起一块，但是影响不大。
1808,后排的凸起部分太高了
1809,空间很大，后牌和后备箱都装不少东西
1810,驾驶座，后排空间够了，就是后背箱太小。头部空间也足够。天窗开启面积的话还算可以吧
1811,很大尤其后排空间
1812,空间足够大，主驾驶位置，坐一个1.8米高个子完全不是问题，后排空间也挺足，无论是脚的前面还是头的上面，基本都可以空留1-2个巴掌手掌左右的距离。后排还可以分三档调节，可以坐直、也可以斜躺，比较实用！如果出远门的话，这个功能，应该还不错！
1813,乘坐空间充裕，后备箱空间超大且座椅可以放倒扩充空间
1814,空间肯定没得说了，后排就是亮点，三个人无压力，不过中间隆起有点过高了
1815,空间不错，我们一家人坐着还挺舒服的，后排坐三个大人没点问题，尾箱也可以放很多东西，过年过节出门方便多了
1816,很大，驾驶空间和后排空间都宽松，后备箱的空间也非常大。
1817,空间大，做起来也挺舒服，后排空间可以调，来回调，挺好。
1818,很好，空间大，特别是后排坐着宽敞。
1819,空间很大，一家5口坐在里面一点也不拥挤。后备箱空间也很大，可以放好几个行李箱
1820,空间就不多说了，最满意的一点！大气！！！
1821,乘坐空间我个人感觉非常满意，不管是前排还是后排，我感觉都是同级别数一数二的，前排座椅可调范围广，横向宽度够，腿部也没有遮挡，总之、感觉坐在驾驶位很舒服、空间很足，后排空间也是值得称赞，翘个二郎腿丝毫没有压力，中央地板纯平、坐在中间的人也不会觉得难受，储物空间也很够用，随身携带的东西也都有地方放，这一点用起来也非常顺手
1822,空间可以的。坐里面一点也感觉不到压抑。
1823,后备箱特别大，可以放好多东西后排座椅因为平常没有人坐所以不知道前排驾驶室内空间有点小顶头了
1824,绝对大 以前打优步经常坐到同级别日系车 感觉360空间非常大 后备箱也能装很多东西
1825,够用了
1826,后排乘坐空间良好，这也得益已于其内凹的车顶设计，后排座椅支持4;6放倒
1827,我和老伴儿都挺高，空间绝对是个很大的考虑因素。说起来除了外观，我最满意的就是空间了，我180CM坐后排可以跷二郎腿，还有尾箱也是相当的宽敞。动力方面可以接受，有些
1828,非常大、同级别
1829,超大储物空间，家轿车绝对没有问题。
1830,话说空间做的还是很出色的，前后都很宽敞，尤其是后备箱的空间很大
1831,非常大，喜欢
1832,够大，后排乘坐比较舒服，后排座椅放倒后可以当床啦
1833,空间很大没的说，就是腿部空间一般，身高高的腿会比较难受。
1834,乘坐空间很满意，就是后排隆起有点高，有点不方便。
1835,空间很大，真的好大，一家5口绝对足够
1836,后边的空间比较大，父母坐进去一点都不挤
1837,后排座椅放倒后尾箱空间挺大的，可以放钓具，挺方便，
1838,储物空间很多，利用率也挺好
1839,总体空间还是可以的。前排做好。后排乘客腿部还走空余。这点比较好。
1840,空间绝对舒适，同等价位的开过同一娘家的名爵，驾驶舱跟胖五比明显拥挤，家用绝对绰绰有余
1841,空间还挺大的 本人个子高 至少腿能伸直
1842,空间绝对ok，满足一家人出去游玩的需求
1843,顶部，前排，后排都超大
1844,空间是我最满意的。因为我这人体型有点大。坐在里面很舒服。载物么我现在放东西比较少也看不出来。但我相信它不会让我失望的
1845,整车5座，坐5个人一点也不觉得拥挤，相比于同级别车型有过之而无不及。
1846,空间还行，后排地板中间隆起太高
1847,***360空间如果是家用我觉的足够了！基本上后排腿部空间比很多车都大，再者后备箱就算过年过装礼品回家也是足够的。如果放长东西可以把后排座位放倒，很方便！
1848,非常舒适宽敞！同级车标杆！
1849,空间略显紧张，自己1.75左右，做驾驶室几乎要把座椅挪到最后，否则空间很局促。
1850,非常好，轴距算这个价位比较大的，3个男士坐基本没问题
1851,家用绰绰有余，后备箱也比预期的大
1852,空间很大，尤其是后排的空间特别大！儿子很喜欢，说后面很大很大！！！！
1853,整体空间不错，就是后排凸起太高
1854,前排怎么坐都舒服 后排坐中间就会委屈一点咯！ 中间拱起来的地方还是比较高的！
1855,带家人出去，后面坐4个人都不会觉得很挤，家里人个子都挺高的大家坐进去头都不会顶到
1856,空间还不错，我带好几个朋友出去玩，也没听她们说挤啊什么的，后排座三个人很宽松。
1857,空间不用说了，和同级车比起来大很多，车身宽，后排坐三个人完全不显拥挤
1858,前后排得空间很大，坐着也很舒服，而且后排座椅还能大平放倒。
1859,大，真心大
1860,载物空间，除了尾箱都是鸡肋，门子上连瓶水都放不下
1861,空间还是比较大的，我个子185体重80公斤坐在后排还是很空的，用销售顾问的话来说就是翘二郎腿没有问题
1862,空间还算满意，车内细节空间的利用率还是比较高的，尤其是副驾驶座的下方还有一个抽屉，这是我之前始料未及的。
1863,大，够大。
1864,空间最满意
1865,空间足够大，我175CM的身高，坐在驾驶位置调节好驾驶位置，坐在后排时腿部空间还有约一拳三脂的空间。头部空间无论是前排还是后排也都有一拳以上的空间。储物空间也比较不错，车门上的储物格可以放矿泉水瓶，副驾驶位座椅下面还有个抽屉也挺实用的。
1866,我185的身高调好位置之后后排腿部还能翘起二郎腿，平时就我和媳妇，前两天出去，后排坐四个人挤挤也是可以的。
1867,空间家用绝对够，后排坐着也不错，后备箱空间确实很大，如果东西比较大的话，可以将后排座椅放倒。当然不是全放倒，而是4/6比例放倒。
1868,空间在这个级别算不错了。
1869,坐满人空间还有余量，后排座椅放倒后，能拉大东西。
1870,后排座空间够宽，翘个二郎腿都木有问题，后备箱也够大，总体还是很满意的
1871,后排座椅中间坐起有点不舒服，总得说还是不错
1872,车身空间大，轴距长
1873,本人175的身高，家里面就我最高了，所以不管是前排还是后排，都挺宽裕，后备箱的开口面积比较大，而且后排支持4/6倒，放大件的东西还是可以的。
1874,除了前排头部空间相对小一点其他空间都很不错！！
1875,空间较大，特别是后备箱比较大，后排空间也不错
1876,空间很大
1877,前排后排的空间 大小恰大好处
1878,我家人都是喜欢外出自驾游的人，一看空间大家都一直的点赞，特别是后排空间和后备箱，现在出游都不用怕东西放不下了哈
1879,比较紧凑 但是还是够用 后备箱还是比较深的
1880,前排空间没的说，后排座椅表现还可以，一般容纳三个成年人也不算拥挤。后备箱能够装下不少的东西，出行毫无压力。
1881,大空间，无论前排还是后排，空间都很大，没问题啊，可以盛放很多人的，不相信你可以自己去看看。
1882,空间很大，节假日带着老婆和孩子还有朋友出去玩，很舒适
1883,高度不够，顶着脑袋。
1884,空间那是不用说，除了那些中级车以上的，这个车的空间比大众同档次的车感觉大，较大的轴距提供了较大的空间。
1885,空间上我个人觉得够用了，后排的腿部空间还是可以的，后备箱空间也还行勉强能放很多东西，虽然有时候塞得满满的但能装下
1886,空间挺大的，给大家的感觉挺好的！
1887,空间绝对杠杆的，轴距和后排空间绝对点赞
1888,前排足够了，后排略显挤了点。
1889,空间很满意真的没话说，上下左右处处到位！以前儿子座小轿车时抢着座前面现在呢打死也不到前面说后面可以睡觉和做游戏
1890,家用非常好，空间无敌。
1891,空间那叫1个大，我5岁的儿子可以睡在后排的地板上，他要高兴也可以1个人霸占后备箱，老婆坐副驾可以盘腿坐，坐后排随便可以翘二郎腿！至于后备箱嘛，我把老悦翔上东西拿出来放在RX5的后备箱里还有不少空间！
1892,空间很满意，不管前后排，头和腿部空间都很足，后备箱也较能塞。
1893,后排中间隆起过高，其他舒适性还不错
1894,前排有点低，A柱挡视线。后排空间不错
1895,空间较为宽裕，尤其是后排乘客的腿部距离前排的座椅依然能有一拳左右的距离，还算是相当满意。
1896,紧凑车型里空间不错。
1897,后排儿童安全桌椅完全充足，后备箱空间大，回趟老家可以装很多东西
1898,非常充裕，175的身高前排座椅调好后，后排坐三人妥妥的 一家人出游毫无压力
1899, OK
1900,对于都市生活的三口之家来说***360的空间表现绝对是够够的了，平时上下班代步，接孩子空间都富裕了好多~偶尔跟媳妇带着老家父母自驾游时，咱家***的后排座椅表现也丝毫不逊色，满员情况下也并不一般小车一样拥挤。
1901,空间方面很好，后排和后备箱空间都很大，还有很多的储物空间，很好
1902,不错，同级别里基本满意
1903,空间大我喜欢而且实用
1904,车内的空间很大，本人180高，180重，坐驾驶不觉得拥挤，头上的空间也够用，舒适的坐姿下头也顶不到车顶。前排按我的位置调好，后排的空间也不拥挤，坐在我后面的人，腿部也有足够的空间，不会顶到前面的座椅。后排坐三个人也不拥挤。后备箱的空间就更不用说了，拉东西什么的，应该没什么压力。车内的储物空间挺多的，而且不都是摆设，水瓶啊，矿泉水啊，很多得方能放得下，而且还有眼镜盒，中控盒那边还有卡片槽，跑高速给的卡再也不用乱扔了。很方便。副驾驶储物盒能放下挺多东西，就是中央扶手盒放得东西不是很多。只有深度没有宽度。
1905,空间很给力！尤其退部空间
1906,乘坐功能OK的，因为现在还没有小孩，座位基本充足，而且很宽敞，同事也说跟坐在家里沙发一样，摆一个大大的葛优躺小case，不碰头，不咯脚。放一些行李箱和杂物都能堆积起来，可能跟我强迫症有关，我习惯叠得整整齐齐，但是乍看之下，旁边又露出很大的间隙，说到这，得夸垫子的质量不错，前天一个朋友暴力取东西刮了几下，没留下明显的痕迹
1907,目前还没坐满过，四个人非常轻松，后排空间是相当满意，除了中间那个凸起，啧啧。。。后备箱也是超级大，出远门真心合适。
1908,空间还是很给力的，轴距就甩了一堆车了，再加上后排的腿部空间一流，一米八腿还能空个半拳多的距离，基本上一般的人都不会觉得挤了，毕竟哪来那么多姚明啊，买来家用不要太赞，家里人对空间都很满意。
1909,空间感觉还可以，这车驾驶视野有缺陷，这也是***的通病，A/B柱很大，影响视线，360、550、也是这样。550的更大。上次就是因为在路口左转，一个小孩子在盲区看不到，车子侧面擦到了，还好不严重，只是一些淤青，不然后果不堪设想。
1910,空间还是不错的，特别是后备箱的空间，可以装下三个旅行箱，居家旅行方便
1911,空间足足的，完全够用，一家人出去玩过一次，后排坐三个人也不算挤，后备箱也够大，挺能装。
1912,作为一款紧凑级家轿，乘坐空间非常理想，后排空间比较宽敞，前排也不会压抑，这也是我选择这款车的主要原因。
1913,一般，只要不超员还可以，后备箱满意
1914,够大，特别是后备箱特别大出乎意料啊
1915,乘坐空间倒是挺宽裕的，前排司机那里，头部离车顶能有4指以上，后备箱空间也比较充足，放几箱子东西还是没问题的，空间表现在同级车中算优秀。
1916,空间主驾驶室只能说一般般吧，我175的身高，如果把座椅调低了，引擎盖就看不到了，调高了头就顶到上面了。不过副驾驶室和后排的空间都是非常不错的，特别是后排，可以翘二郎腿了；再加上后备箱，哇靠，太大了，满意的不行，470多L啊，棒棒的！
1917,后备箱很大出去玩的时候能装不着东西，我们四个老伙计的渔具行李放下都没有问题对后备箱容积满意
1918,空间比较大，一家人出行根本不会觉得拥挤。后备箱空间还不错，尤其是设置的储物格，很实用
1919,乘坐空间前排很不错，后排凸起的地方不太满意，希望能改进，尽管如此，坐三个人还是没问题的
1920,进去之后感觉很大。
1921,其实因为这车本身的轴距，所以才决定了这空间的大小
1922,看似不大其实内部空间蛮大的，我坐主驾驶感觉很宽敞
1923,外出旅游，家用完完全全模有问题的，这一点本人一点也没有担心过，后备箱的储物格真心喜欢??。。。
1924,空间大，做四五个人都没有问题，
1925,空间很够用，下班带同事出去玩可以坐下6个同事
1926,空间大.坐在里面不挤很满意！
1927,空间挺大的，本人一米八，腿也不算短，坐进去头上还有空间。后排坐三个人也不会有拥挤的感觉，瘦一点的话，可以坐四个人也Ok。
1928,够宽裕
1929,空间足够使用了，我们3口之家，完全没问题，后备箱也足够大，但是后备箱的异味老重了，不知道是不是因为4S店送的后备箱垫子引起的。
1930,空间表现出色，后排3个1米75以上，都超过70kg的，豪无压力。后备箱储蓄空间相当不错
1931,空间杠杠的，我开车喜欢把座椅调的比较靠前，所以后排空间的确是非常大，不过车后排本身空间就已经够大了，一家人出去串个亲戚、旅个游，都是极好的
1932,决定有优势
1933,挺大的，我喜欢，前后排空间都很充裕。后排四个大人也能行，当然这是不允许的，唉！
1934,乘坐空间大的不得了，特别后排座椅腿部距离可以的，然后后备箱一开始感觉不大但是全部放倒放平之后可以睡觉、但是个子有限哦！大高个不行??
1935,对空间很满意，特别是后排可以放倒，本来后备箱就已经够大了，放倒之后基本上能躺下两个人了。
1936,空间方面，本人1.81，头部空间略显局促，其他都还好，后面做3个大人没多大压力，就是后面凸起较高，影响中间的脚步空间
1937,后排隆起太高，其他都好。
1938,非常宽松、后备箱空间大，还有很多储物格，空间得到很好的利用，全家一起旅游都很方便
1939,后备箱空间还可以、主要是可以放倒、可以增加储物空间！
1940,空间还好，就是后排地板上有个突起，不过对于我儿子来说挺好的，儿子坐到那上面正好
1941,空间还行，就是后面有突起，中间做人不怎么方便，但是看了很多车，中间都这样，做中间会挤，后面做三个人头部还可以，前后也还可以，就是中间的这位太委屈了。两个脚不知道放什么地方好。
1942,后排放倒是一平的空间非常的大，躺下一个人都不是问题
1943,空间大，五个大人坐一点都不挤。
1944,空间还行，开着视线较好。我们家用，一家老小，坐着还可以，后备箱不知道够用不，现在还没有怎么放东西。
1945,前排空间比较满意，后排相对不是很满意，不像速腾那么大！
1946,空间真心不错。比较大，后排座椅很宽敞，三个人并排坐还是很有余地的。，458L的后备箱能装很多东西的。自驾游完全够用。
1947,空间很大，后排也不挤。因为车身高，没有压迫感，后备箱足够大。
1948,比350明显宽了，在紧凑型车系里还算是高大上的了。中央扶手也能体现档次。
1949,一般小夫妻上下班，自驾游放2个小箱子都够用。
1950,后排空间很满意，带朋友出去玩，都说空间大！
1951,乘坐空间很大，储物空间也比较多，后排坐起一点都不挤
1952,同级别车型，5个人坐里面一点也不觉得拥挤。
1953,本人175个子坐里面一点不感觉小，把天窗打开一点不压抑
1954,空间比较大，后排坐车人员的腿部空间一点儿也不会觉得小。
1955,空间大，后排座椅相当舒服，妈妈坐了一路都一个劲的说好
1956,空间挺大的，后排坐3个人也没有那么拥挤
1957,感觉不错 像第二空间
1958,空间绝对杠杠的，这个无需多言，直接给赞。
1959,空间挺大的，不管是出去玩做人，还是后备箱放东西都挺宽松的，跟同价位的车比的话还算有优势。
1960,空间是我选择360的首要原因，虽然是第一辆车，但是对空间的要求还是比较严格的。后排座位和后备箱都很大，喜欢
1961,比很多车强
1962,后排翘二郎腿无压力，放倒座椅足矣躺着睡午觉
1963,大，大，还是大，钓鱼和自驾游再也不用担心装不下。
1964,空间绝对在紧凑型里很棒，后备箱也够大，这是坐过我车的朋友给的评价，后备箱可以放的东西很多，非常适合家用，推荐！
1965,后排空间真的完全PK掉标致308这类的
1966,空间必须赞啊，前排跟后排的乘坐空间非常宽裕，坐过这车的人都说这车空间大！
1967,很大，至少坐五个人是不会太挤的，后排还曾经坐过四个人，后备箱的空间也挺不错，家用完全够用。
1968,空间很大，怀孕8个月坐着都很宽敞，放东西的地方也很多，很方便
1969,空间很不错，后备箱非常大。
1970,很大很不错，有的时候带宝宝出去，后面放玩具，衣服，或者奶粉什么的，真是很方便！
1971,空间绝对大，后备箱超出想象的大
1972,"183 坐里面 很舒服, 没有一点压迫的感觉,头部空间充足,我开车 习惯靠后坐,觉得坐的太直 不舒服,后排空间也是不错的,前排调好座椅,后排腿部空间 还是挺好的, 没有很挤,。说到后排, 不得不说 三点式安全带,实用先不说,美观度是有的, 看着舒服,不像有的车车, 两点式的安全带。 中间的 放座椅上面 凌乱着。 这个也是选择它的一个小小的理由。 还有后排 可以调节高度的 三个头枕,。很高大上有没有"
1973,空间很满意，家里五个人坐在里面也不会觉得多拥挤，后备箱也超大，日常需求真的不错
1974,本人1米8的个子，主驾驶调整好座位有一拳高的头部空间，别的车基本都没有多少，甚至碰头，后排空间说下，媳妇1米6，躺在后面座位上大约有一头距离。腿部也是宽敞，翘着二郎腿也是没有问题，车后备箱储存空间大，可以放下箱子和婴儿床等日常用品。
1975,凑合不多做评价
1976,空间大，三口之家用不完！如果后排座椅平放下来，哇！足足有余的一张大床啊！很好！
1977,凡事坐过我车的人没有说空间不大的，只是后排中间凸起有点高
1978,只是上下班用空间足够了，有时候呆同事都说很不错
1979,满意
1980,不必说 空间杠杠滴 !
1981,空间十分宽敞，坐着很是舒服，家人反应也不错。
1982,空间没得说，2650mm的轴距，后排做三个人腿部空间也很好。
1983,最满意的是空间，出个门拖家带口的，空间大点方便。
1984,乘坐空间可以说是同级最大，特别是后排 头部腿部空间都有两拳以上！这个大赞！
1985,后排空间，后备箱空间和储物空间都很满意，特别是后排座椅放倒之后，后备箱空间特别大
1986,基本满足使用，车门储物设计不足。
1987,前排空间180的个子，头顶大概还有两指宽腿部空间一拳左右，后排稳稳的三人很宽敞，稍微在挤一下四人没有问题，对于腿部空间还是足够的，比科鲁兹好很多我深有体会，后备箱家用载东西还是够够的。
1988,紧凑型的车型里面，我觉得这车空间算是很大的了。外表看起就宽，坐进去确实宽！
1989,乘坐空间还算可以，后备箱空间也不小，我身高175，主驾驶位置完全满足。后座我朋友185，体重将近200斤，坐着也不挤。空间够用。
1990,本人快一米八了，坐在里面也不会拥挤，后备箱也很大不低于 suv的后备箱，后排座也够用，总之空间我还是很满意。
1991,同级别算是中上游的
1992,2700mm的轴距我是相当满意，后排基本上是平的，而且后座还可以完全放倒，大爱。我在选车的时候后排地面必须是平的，因为家里有孩子，还有父母，中间鼓个大包实在是太不舒服了。如果按个儿童座椅，再坐两个人，实在是......
1993,和朋友两口子我们两口子总共四个人，一起出去自驾游很轻松很方便！
1994,乘坐空间大小刚好，喜欢后备箱，真的挺大的！！！说实话，但也有可能是我是新手的缘故吧，
1995,空间满意，前后排空间都很大，后备箱也非常不错
1996,空间后排很宽，儿子总是来回的动来动去的，
1997,前排调到合适的位置后排乘坐空间还很大，四个人坐最舒适，后排三人坐，中间人略显拥挤。
1998,后备箱有点小
1999,空间很满意，后排还有儿童座椅插口。后排不做人的时候拉东西可以把后排座椅放倒
2000,180的个子坐后排也没问题而且后备箱超大，出去旅游不愁东西放不下了。
2001,到上海姑姑家去过一次，跑的高速，后面一个儿童座椅和父母，父母不会觉得挤，还没照顾到孩子
2002,空间没得说，非常满意
2003,空间超大，后排坐着超舒服，后排还能放倒，可以躺着睡觉。
2004,平时下班会拉上好几个同事，后备箱空间更棒，嘿，女人，都懂的。储物空间也多。很够用！
2005,265轴距还是比较大的。后座坐三个成年人不拥挤、
2006,空间非常可以，宽度很适合，后排的空间特别好，跟同级别相比要大很多。后备箱也能装下不少的东西，总之满足家用完全没问题。
2007,完全够用了，不管是前排还是后排，那我们家五口人坐在里面完全绰绰有余，后备箱也是很大，出去自驾游绝对小意思。
2008,空间很满意的!175大胖子坐后排也很宽作为一辆紧凑型SUV，***RX5的内部空间给了我很大的惊喜。2700mm的轴距，营造出的车内驾乘空间很完美，在调整好驾驶位坐姿后，头部有一拳多空间，主驾后排来个北京瘫都没问题。横向空间足够，后排坐3人不拥挤。车内储物空间够用，后备箱空间规整，隔层下设计有小的储物格，方便小对象的分类存放，后排放倒后，完全能够满足一般家用的要求。
2009,空间家用足够了，带着宝宝爷爷奶奶逛逛，出去转转，挺好
2010,正常家用还是可以的，周末带宝宝出去玩后排还是可以放好多东西的
2011,将就够用
2012,空间很大，特别是后备箱，出去自驾游不用担心东西放不下
2013,后排空间最满意，后备箱中规中矩
2014,老婆和我都比较满意这个车的空间，放东西的地方也多，比较满意。
2015,驾驶空间肯定够用，180的人坐在里面还有富余的空间。后排更不用说了，后备箱坐也够大，忘了是多少L的了，但是真的能装不少东西。
2016,很大，不错，我很胖，但是我后排空间还是很大
2017,***360的空间很大，驾驶位，后排空间都很充裕，后备箱很大，可以放很多东西。
2018,这个级别的车，空间我给满分！480升的超大行李箱 出行确实便利
2019,车内空间挺大的，挺宽敞的。
2020,这车反正是很够用的，虽然是紧凑型的车，但是宽度、高度、长度都是不错的，比同级车来的要大，后排很宽大，坐着不拥挤，腿部空间和顶部空间都很充足。最多的一次坐了四个大人
2021,空间是真大，满分，后排我爸说他一米八坐上还能二郎腿呢
2022,乘坐空间和载物空间都称得上很大，后排坐三个人是不挤的，车内到处都有储物空间连副驾驶座椅下方都有，有一二十处吧。
2023,后排坐三个人一点都不挤，后备箱也挺大的，装孩子的东西搓搓有余
2024,很好，同级别算大的
2025,空间非常大，本人175MM，调整好驾驶座椅后，头顶还有大概一拳距离，司机后排座椅距司机座椅靠背大概有两拳的距离，乘坐和驾驶空间很充足；后备箱空间也很大，完全能够满足日常的使用。
2026,在同级别的车辆中，该空间应属于车神级别的（我说的是前后距离）。前排驾驶员的位置，头部有点低，不过没有压抑感（本人1米70，可能是海拔低吧）。后排做三个人绝对不会拥挤，而且腿部空间一定够用。最后是尾部车厢，空间也是够大。我在4s店换的轮毂，换下的钢箍没有扔，又让店里的人用箱子装好放到后背箱里，回到家，因为要回老家，又拉了几大包东西，感觉还不是太满档。
2027,2705的轴距对付家用足够了，我感觉车内部空间还是很大的
2028,大，巨大!以我1.82的个子也不觉得拘束。很不错了。
2029,空间不用多说，足够大，出去玩的话能放很多东西
2030,比较宽敞
2031,非常不错，前后排都挺大，自己173，驾驶位置很宽松，媳妇身高169，前排轻松，后排是重头戏，朋友179左右，体重大概是85公斤，座后排都说没有问题，做三个人肯定不是问题，只要不是超重的就行。
2032,"本人1.73空间完全够用,本人一家都够用了……家庭用车基本上满足了！"
2033,宽敞，一家五口非常实用。后排一点都不拥挤，驾驶席电动座椅十分方便。
2034,空间是比较够大，后面三个人基本不挤的够大，后面三个人基本不挤的
2035,空间足够了，后排也可以，
2036,空间很大，足够普通家庭使用
2037,出游没问题完全够用
2038,人的乘坐空间大，比较舒适，就是后备箱储物空间不太够我用。
2039,空间根本都不用说，较大的轴距提供了较大的空间，后备箱那么大可以放置好多东西，并且后排座椅可以四六放置，这是极其方便的，出去玩再也不用担心东西太多没法带了。我那么爱贪玩的一个人，它太纵容我了。
2040,空间很大，驾驶员一边的空间我已经很满意了，而后排的空间跟是让我惊喜，后排座椅坐正常体重的老年人和儿童的话都可以坐下四个人了，空间太大了，给满分。
2041,空间还是蛮大的，特别是后备箱的空间，但是内部空高不高，算是轿车中的通病吧，个子稍微高一点就感觉要顶头。
2042,空间很大，后排可打倒放平，自驾游的装东西很方便
2043,空间够大，头部及腿部空间都十分满意
2044,买这车之前也看了不少级别的车了，同级车中就属这款车空间最大，后排坐个四个中等身材的成年人基本没什么问题，后备箱空间也不错，不过平时也没什么东西装，过年拜年走亲戚的时候就派上用场了。
2045,SUV嘛，空间肯定比轿车大，所以还是很满意的，前排很宽敞，后排基本没有凸起，坐三个人也还不挤，后备箱挺大，但是开口有点小。
2046,前排可调范围大，本人1米7，上下左右前后都很宽，这个没得说，前排调好后排到膝盖还有三拳多的空间，坐三个大胖子也不是问题，而且后排坐椅很长，能给腿弯处足够的支撑，中间平整度好，只是后备箱就太小了，前两排太舒服，是以牺牲后备箱为代价的，坐椅能完全放平可以当床用，只是头枕到前一排还有一点空间，不能完全平整
2047,很宽敞
2048,最开始看***360参数的时候，感觉轴距挺不错，当真正坐到实车里面之后就觉得这车的空间比我想象中还要打，前排和后排都好宽敞，前排调好之后，我坐在后排还能翘二郎腿呢。
2049,乘坐空间真的很大，后排坐三个胖子是没有问题的而且还有空余的地方，到时候开车累了，还可以把后排放倒当床休息都是没有问题的。
2050,对空间基本还算满意，唯独后排中间的凸起位置不能理解。
2051,很适合一家三口出去玩，正常家用的话空间足够了！
2052,后排中间地面高不方便脚踩，其他还行
2053,空间大，后排敞亮，左右宽敞，100分
2054,空间够用，一点也不紧张
2055,车子的空间对我家来说足够了，偶尔满员出行的话，后排三个成年人也并不算拥挤，而且，后备箱的空间特别大，老爸的钓鱼装备放进去一点都不费劲。
2056,满意，基本车就我一人开哈哈
2057,作为a级车来说可以媲美有的b级车的空间。
2058,三个大人俩小孩，带着烧烤的东西，还有孩子平时用的玩的吃的一堆东西在后备箱，完全够用
2059,空间尤其是后排，非常宽松，坐着又舒服
2060,空间够用，老婆坐副驾，小孩横着睡在后面刚刚好；
2061,这个级别的车里空间还是挺大的，坐在后排可以翘起二郎腿！
2062,空间相对同级车来说相当大
2063,同价位都这个空间了，反正车子就我一个人开，目前对空间要求不是特别大，很少人坐满的
2064,家用足够，后排也不错，后备箱足够平整宽大
2065,足够大，后座放倒后完全是平的，出去自驾游完全可以躺在里面
2066,空间挺大的，这是最满意的地方。
2067,空间还是很满意的，带家人出游，一点都不拥挤。后备箱还能装好多东西。为出游解决了好多不便。
